attribute_concept,masked_display_value,value_hash,global_frequency,frequency_by_source,source_count,rule2_status,reason,profiling_transformation,affected_records,potential_pair_incidences
last_name,G***,a49e38fec5181567a34eb5f74aa028aa148a3b11ddc4958270bac3e58445257b,180,"{""app_users"": 106, ""store_customers"": 74}",2,worthless,Observed on 180 physical records; strict Rule 2 threshold is greater than 40.,trim only,180,16110
first_name,Z***,0430e840b741cea2b17361d1375537a6da9b07e604a9d9f089a5a82a610c974d,179,"{""app_users"": 106, ""store_customers"": 73}",2,worthless,Observed on 179 physical records; strict Rule 2 threshold is greater than 40.,trim only,179,15931
first_name,R***,04ede9509b01a0609ec5ec2ba3a7a7f14c5ac23721f3a39db252ab58d5ca898d,179,"{""app_users"": 114, ""store_customers"": 65}",2,worthless,Observed on 179 physical records; strict Rule 2 threshold is greater than 40.,trim only,179,15931
first_name,W***,0fdf6a1c11ea9fc0632e076deb26378a30bb1aac3b049532a1d5efe9a17dafaf,179,"{""app_users"": 117, ""store_customers"": 62}",2,worthless,Observed on 179 physical records; strict Rule 2 threshold is greater than 40.,trim only,179,15931
first_name,Q***,42c807f6e076d01a2cbc2fd119b60a18d5cf05c46d946962edf3a83c51f62500,179,"{""app_users"": 105, ""store_customers"": 74}",2,worthless,Observed on 179 physical records; strict Rule 2 threshold is greater than 40.,trim only,179,15931
first_name,B***,eea1d7cba61f9b831dc27a385561832bcb3cba454f18c7304021e0aecaf30add,179,"{""app_users"": 99, ""store_customers"": 80}",2,worthless,Observed on 179 physical records; strict Rule 2 threshold is greater than 40.,trim only,179,15931
first_name,F***,f856de3e40236e02106b8e807e898660be82c2c70d1eca8704c56abb81aa0cbf,179,"{""app_users"": 101, ""store_customers"": 78}",2,worthless,Observed on 179 physical records; strict Rule 2 threshold is greater than 40.,trim only,179,15931
first_name,S***,fafe189cbceb63bae7945aef4ec1785f0728c91943969175136c7e36f1e22277,179,"{""app_users"": 106, ""store_customers"": 73}",2,worthless,Observed on 179 physical records; strict Rule 2 threshold is greater than 40.,trim only,179,15931
last_name,Z***,22ff2d84dbb1cdb80faf711bbe6c23b925d557844a5a7edf1f836325c87ff87e,179,"{""app_users"": 105, ""store_customers"": 74}",2,worthless,Observed on 179 physical records; strict Rule 2 threshold is greater than 40.,trim only,179,15931
last_name,W***,6061422832e953e627ba9e38462d5327ac9a81c4ad1dbc029ba848e686d7ab3d,179,"{""app_users"": 105, ""store_customers"": 74}",2,worthless,Observed on 179 physical records; strict Rule 2 threshold is greater than 40.,trim only,179,15931
last_name,C***,64a202b2f00cc0b0742b5babcf8f82191aa3a2e18bd7aaeb1b107ceb6bc01edf,179,"{""app_users"": 112, ""store_customers"": 67}",2,worthless,Observed on 179 physical records; strict Rule 2 threshold is greater than 40.,trim only,179,15931
last_name,P***,840e61dd5b91fedb8decf9b85d3455cc41566df1f80548c7cec60c96d61c468e,179,"{""app_users"": 98, ""store_customers"": 81}",2,worthless,Observed on 179 physical records; strict Rule 2 threshold is greater than 40.,trim only,179,15931
last_name,T***,a4b498ee5fc042d1dfd6c56fe5c7f161b2a8cceb92908ff59c95778d5ebcc7fd,179,"{""app_users"": 103, ""store_customers"": 76}",2,worthless,Observed on 179 physical records; strict Rule 2 threshold is greater than 40.,trim only,179,15931
last_name,K***,a7823a1b50135e236c3eb9fc28b95b447b400e632e8ebfc0524ac72ef04bd3b4,179,"{""app_users"": 115, ""store_customers"": 64}",2,worthless,Observed on 179 physical records; strict Rule 2 threshold is greater than 40.,trim only,179,15931
last_name,P***,ac78f25e925273f400dbf0e58859e0964341832e673580bf70b606d3f28a6920,179,"{""app_users"": 100, ""store_customers"": 79}",2,worthless,Observed on 179 physical records; strict Rule 2 threshold is greater than 40.,trim only,179,15931
last_name,R***,bc98fd15fa18140fef07bc1c85a4260ec2e920cb3dd06a13f8ae580cb061f29c,179,"{""app_users"": 105, ""store_customers"": 74}",2,worthless,Observed on 179 physical records; strict Rule 2 threshold is greater than 40.,trim only,179,15931
last_name,S***,e03268b9e5cbc9104d7d88f94545e1e4cc880fe866a52762a3617046ca7685d9,179,"{""app_users"": 105, ""store_customers"": 74}",2,worthless,Observed on 179 physical records; strict Rule 2 threshold is greater than 40.,trim only,179,15931
last_name,C***,e1fe9d0f2e56c17478d5391a1c035fb79121b258d2f7c072d1928d46d05d5f79,179,"{""app_users"": 106, ""store_customers"": 73}",2,worthless,Observed on 179 physical records; strict Rule 2 threshold is greater than 40.,trim only,179,15931
first_name,B***,335b1921f19eeca7104b5389772bd45c07cc081f0364d085e244708ee734638f,178,"{""app_users"": 105, ""store_customers"": 73}",2,worthless,Observed on 178 physical records; strict Rule 2 threshold is greater than 40.,trim only,178,15753
first_name,B***,6a203a0e9525b6e2ba8e02fd9fe444c8287b607446cbd7bbbaf73c0cafdb3355,178,"{""app_users"": 111, ""store_customers"": 67}",2,worthless,Observed on 178 physical records; strict Rule 2 threshold is greater than 40.,trim only,178,15753
first_name,Q***,7a799339f454bd1b43263c46ee76f4f6eb650efba29cd8819271780eabc2b4ab,178,"{""app_users"": 96, ""store_customers"": 82}",2,worthless,Observed on 178 physical records; strict Rule 2 threshold is greater than 40.,trim only,178,15753
first_name,K***,81610064c11f3340c5d0b019102418004194f2023d98d437bdde79ccbba017d7,178,"{""app_users"": 115, ""store_customers"": 63}",2,worthless,Observed on 178 physical records; strict Rule 2 threshold is greater than 40.,trim only,178,15753
first_name,Z***,97ea153cfe6ff41c55cf3bb8d0226b389f8cbf7cfa543325af9ecd68ebc29ada,178,"{""app_users"": 114, ""store_customers"": 64}",2,worthless,Observed on 178 physical records; strict Rule 2 threshold is greater than 40.,trim only,178,15753
first_name,N***,ad735c1b19a5c0efe49f8b715d3315dbdfc54b0549dca7bc2b870566320580f5,178,"{""app_users"": 110, ""store_customers"": 68}",2,worthless,Observed on 178 physical records; strict Rule 2 threshold is greater than 40.,trim only,178,15753
first_name,X***,be7a414f495e460e5465bee9b18015d62c111c7f6be14e84853244cc3411f7d1,178,"{""app_users"": 109, ""store_customers"": 69}",2,worthless,Observed on 178 physical records; strict Rule 2 threshold is greater than 40.,trim only,178,15753
first_name,S***,e5918eafc697625b376b39081fff5cd7bda06f16a280ca3175bc64c8f7df2f2a,178,"{""app_users"": 97, ""store_customers"": 81}",2,worthless,Observed on 178 physical records; strict Rule 2 threshold is greater than 40.,trim only,178,15753
last_name,S***,21f68ef60cfa35fbd459b46c2000d05dc42f9e3c55a64d288a73ceb31bc5dfca,178,"{""app_users"": 108, ""store_customers"": 70}",2,worthless,Observed on 178 physical records; strict Rule 2 threshold is greater than 40.,trim only,178,15753
last_name,N***,6ec33be3e7ee1f07ddbc937bc5264e81a4ac49215c7a84aa5ea58ffff12a1ca9,178,"{""app_users"": 103, ""store_customers"": 75}",2,worthless,Observed on 178 physical records; strict Rule 2 threshold is greater than 40.,trim only,178,15753
last_name,F***,e2a916c5d63bf36a6ea3493c236f9b275b02732395b47c3849299c945a78a8cf,178,"{""app_users"": 107, ""store_customers"": 71}",2,worthless,Observed on 178 physical records; strict Rule 2 threshold is greater than 40.,trim only,178,15753
last_name,B***,eeb2ead566b7b1d98600a193625fd5608c0c8b7721a6dd660ba79dfd7b629133,178,"{""app_users"": 107, ""store_customers"": 71}",2,worthless,Observed on 178 physical records; strict Rule 2 threshold is greater than 40.,trim only,178,15753
first_name,Q***,00f840f1f669aee37beac1b32a768cde21aba8b34127b1fea06b09a87acd9e68,177,"{""app_users"": 106, ""store_customers"": 71}",2,worthless,Observed on 177 physical records; strict Rule 2 threshold is greater than 40.,trim only,177,15576
first_name,Y***,4255aa9452796f6ce250dbcb30fcb62d4988da73ad4fa0727bdf3a5a2b8525ef,177,"{""app_users"": 112, ""store_customers"": 65}",2,worthless,Observed on 177 physical records; strict Rule 2 threshold is greater than 40.,trim only,177,15576
first_name,P***,6a8a7bb1e9bf968a7f0135163c87d54b2e747a5756e5c894697fff200078d64a,177,"{""app_users"": 100, ""store_customers"": 77}",2,worthless,Observed on 177 physical records; strict Rule 2 threshold is greater than 40.,trim only,177,15576
first_name,N***,781679de6b3850c8631dbf2fd6babd3fd6aa99eaca1f549b25c2828269dbf16e,177,"{""app_users"": 98, ""store_customers"": 79}",2,worthless,Observed on 177 physical records; strict Rule 2 threshold is greater than 40.,trim only,177,15576
first_name,N***,9f9399da5f37ba553a8550dbf1a037430f5136ea8281c6cb894b71981b413c2a,177,"{""app_users"": 107, ""store_customers"": 70}",2,worthless,Observed on 177 physical records; strict Rule 2 threshold is greater than 40.,trim only,177,15576
first_name,P***,e72311c3e7fba80c6b491c5870ddf64a998821895c850c2548b57201e1880422,177,"{""app_users"": 98, ""store_customers"": 79}",2,worthless,Observed on 177 physical records; strict Rule 2 threshold is greater than 40.,trim only,177,15576
last_name,L***,0f0638eb47b6cb93faa568d350eb5a8a8dc6bd1fdc797be449f8d816982b80ca,177,"{""app_users"": 106, ""store_customers"": 71}",2,worthless,Observed on 177 physical records; strict Rule 2 threshold is greater than 40.,trim only,177,15576
last_name,P***,3877bea516e80c462a9a70131f0d362ee3d0b97fb194cd2ef298e746ad41cbbd,177,"{""app_users"": 116, ""store_customers"": 61}",2,worthless,Observed on 177 physical records; strict Rule 2 threshold is greater than 40.,trim only,177,15576
last_name,V***,406a57954fcdd097f465cb7489f31b682a1909d514e41337acfe597f537f532a,177,"{""app_users"": 113, ""store_customers"": 64}",2,worthless,Observed on 177 physical records; strict Rule 2 threshold is greater than 40.,trim only,177,15576
last_name,B***,6053bbea4e30f03f95bab3ab1118da4f80a59a9fea4b6765d01ffde9d547fd93,177,"{""app_users"": 112, ""store_customers"": 65}",2,worthless,Observed on 177 physical records; strict Rule 2 threshold is greater than 40.,trim only,177,15576
last_name,B***,94e34224591b1e474abec79eb448d8e470befea9eb2f56dd3901d7f209c93fcb,177,"{""app_users"": 115, ""store_customers"": 62}",2,worthless,Observed on 177 physical records; strict Rule 2 threshold is greater than 40.,trim only,177,15576
last_name,N***,c6ba7605b0071ecca34f3e49e45da5b504e3914599a89715b53a63b29d2ea12e,177,"{""app_users"": 96, ""store_customers"": 81}",2,worthless,Observed on 177 physical records; strict Rule 2 threshold is greater than 40.,trim only,177,15576
last_name,M***,e1917ea26cb5b0e5d1c4fe3c626e5570f693a7e6e20c764ac9b66e0901d9a6ba,177,"{""app_users"": 104, ""store_customers"": 73}",2,worthless,Observed on 177 physical records; strict Rule 2 threshold is greater than 40.,trim only,177,15576
last_name,J***,e71516819133201cd1093323ef6dc2652e1462e3411f5615f69c470f1a77ec7c,177,"{""app_users"": 106, ""store_customers"": 71}",2,worthless,Observed on 177 physical records; strict Rule 2 threshold is greater than 40.,trim only,177,15576
first_name,X***,20961cde9a4132ec700cfd51ece8e692606c12cd45923b7da93f4637ed3a7ffd,176,"{""app_users"": 113, ""store_customers"": 63}",2,worthless,Observed on 176 physical records; strict Rule 2 threshold is greater than 40.,trim only,176,15400
first_name,J***,70c560b62bc7de0f4f49b61713985136bfaf9bee1ee9f3edc738ca6ce1429864,176,"{""app_users"": 115, ""store_customers"": 61}",2,worthless,Observed on 176 physical records; strict Rule 2 threshold is greater than 40.,trim only,176,15400
first_name,T***,87467c420426ddaea38f90b1f3b2fd50d500640517b12da3ed03db8a36701582,176,"{""app_users"": 95, ""store_customers"": 81}",2,worthless,Observed on 176 physical records; strict Rule 2 threshold is greater than 40.,trim only,176,15400
first_name,R***,c821aac1c6dc18b2b15a1db3991dd6d815d5a81cd6dc648c8aabce6fda335a28,176,"{""app_users"": 110, ""store_customers"": 66}",2,worthless,Observed on 176 physical records; strict Rule 2 threshold is greater than 40.,trim only,176,15400
last_name,Y***,25c58889c07e9461d2962a9c987a644205fa2cf38e4c449eab6c2cc8c6725b94,176,"{""app_users"": 111, ""store_customers"": 65}",2,worthless,Observed on 176 physical records; strict Rule 2 threshold is greater than 40.,trim only,176,15400
last_name,T***,549d43b46acd17bec7f4c4cfc30722ebbfa50f3d8d89863a9f7088459e439de2,176,"{""app_users"": 95, ""store_customers"": 81}",2,worthless,Observed on 176 physical records; strict Rule 2 threshold is greater than 40.,trim only,176,15400
last_name,J***,63c5e880124dc43fe7542120ef4173494d746a906a2ae9394e02823c3e644161,176,"{""app_users"": 112, ""store_customers"": 64}",2,worthless,Observed on 176 physical records; strict Rule 2 threshold is greater than 40.,trim only,176,15400
last_name,S***,6a3b8b5426213b0d8c8a2fde9ab8da99e5e7b1be69fa63fb630bebdc9c340baf,176,"{""app_users"": 108, ""store_customers"": 68}",2,worthless,Observed on 176 physical records; strict Rule 2 threshold is greater than 40.,trim only,176,15400
last_name,X***,729282990a3216a69f90c2b99a2ca644eb97692c2d3ff0e8c62ad8452008da9a,176,"{""app_users"": 102, ""store_customers"": 74}",2,worthless,Observed on 176 physical records; strict Rule 2 threshold is greater than 40.,trim only,176,15400
last_name,Q***,8add7267eefde7ed9808a7828bd67ee537db99705d0c08ab2b920358bbc70260,176,"{""app_users"": 91, ""store_customers"": 85}",2,worthless,Observed on 176 physical records; strict Rule 2 threshold is greater than 40.,trim only,176,15400
first_name,P***,080bb7c91ae0efc347dfeb545d60bcb46a0b5d2767f37b9cda583ee1b2d46a60,175,"{""app_users"": 116, ""store_customers"": 59}",2,worthless,Observed on 175 physical records; strict Rule 2 threshold is greater than 40.,trim only,175,15225
first_name,Q***,1f33d3779a793a01b8dc187c967791c971c5948297f1ba381c8cc6abde34cfc6,175,"{""app_users"": 108, ""store_customers"": 67}",2,worthless,Observed on 175 physical records; strict Rule 2 threshold is greater than 40.,trim only,175,15225
first_name,P***,3e0f8b818a1db0838822f9fb36c794f809898f326f0a852243e900fe4752dea2,175,"{""app_users"": 105, ""store_customers"": 70}",2,worthless,Observed on 175 physical records; strict Rule 2 threshold is greater than 40.,trim only,175,15225
first_name,C***,4faac634dda444e745fe943498790634658f8eb23f2a519bb679c815871f4a54,175,"{""app_users"": 95, ""store_customers"": 80}",2,worthless,Observed on 175 physical records; strict Rule 2 threshold is greater than 40.,trim only,175,15225
first_name,J***,7b8154e0766d0e1945a6ece62007fd13ba097c5c6c8723471870c4c6dfe542da,175,"{""app_users"": 101, ""store_customers"": 74}",2,worthless,Observed on 175 physical records; strict Rule 2 threshold is greater than 40.,trim only,175,15225
first_name,B***,b93e3594136bf5b9af0e53efe17fc0cd858eccadcb928ad15a4d151642559e16,175,"{""app_users"": 108, ""store_customers"": 67}",2,worthless,Observed on 175 physical records; strict Rule 2 threshold is greater than 40.,trim only,175,15225
last_name,Y***,6a2388a838aea52b5a884950cdcbe73af6e5919d732f8a0a0f669e5fd2825c4e,175,"{""app_users"": 111, ""store_customers"": 64}",2,worthless,Observed on 175 physical records; strict Rule 2 threshold is greater than 40.,trim only,175,15225
last_name,S***,8504c301ec3dca038d19d7b5105f6c8f5fd7f479ba0db8663481641e72699d11,175,"{""app_users"": 95, ""store_customers"": 80}",2,worthless,Observed on 175 physical records; strict Rule 2 threshold is greater than 40.,trim only,175,15225
last_name,R***,b02b72ea8fb7e67ec767dd86d521d0f2105d6c37cc47a5b62ebacc4c3c7b7d21,175,"{""app_users"": 102, ""store_customers"": 73}",2,worthless,Observed on 175 physical records; strict Rule 2 threshold is greater than 40.,trim only,175,15225
last_name,R***,ef2117fb42b9519d714a371356ceceee97be7c5e369f076ff3ed2b8f8ba3297d,175,"{""app_users"": 97, ""store_customers"": 78}",2,worthless,Observed on 175 physical records; strict Rule 2 threshold is greater than 40.,trim only,175,15225
last_name,S***,ff4b33ed6bffcf5e54a51ed280ecc81c07d4c1bd3b4e9b86529dcb2768a82bc7,175,"{""app_users"": 94, ""store_customers"": 81}",2,worthless,Observed on 175 physical records; strict Rule 2 threshold is greater than 40.,trim only,175,15225
first_name,P***,272f84cb84f472923453cf18b230e72e36380808ad0fa22e156d10a72625f695,174,"{""app_users"": 102, ""store_customers"": 72}",2,worthless,Observed on 174 physical records; strict Rule 2 threshold is greater than 40.,trim only,174,15051
first_name,C***,494c7c4826524c0ffa63f341b676102c2bf45bf8c778c3cb495ec69e90274bb3,174,"{""app_users"": 101, ""store_customers"": 73}",2,worthless,Observed on 174 physical records; strict Rule 2 threshold is greater than 40.,trim only,174,15051
first_name,C***,788421938e0bfb7e1ed96a6eb9556a4461f254895df2c836e6af32007cc4f5b9,174,"{""app_users"": 108, ""store_customers"": 66}",2,worthless,Observed on 174 physical records; strict Rule 2 threshold is greater than 40.,trim only,174,15051
first_name,L***,7d182895a4efdbc38be478d678f66910ea2de039e2dd555d227caa6da4a9048a,174,"{""app_users"": 93, ""store_customers"": 81}",2,worthless,Observed on 174 physical records; strict Rule 2 threshold is greater than 40.,trim only,174,15051
first_name,J***,8f17f10865ea92723094d4f55fb7d576c35314cdc6895657ac00b190808e209b,174,"{""app_users"": 110, ""store_customers"": 64}",2,worthless,Observed on 174 physical records; strict Rule 2 threshold is greater than 40.,trim only,174,15051
first_name,N***,c48114da2f20a043b74ad7af34c164a20d91dd2aa574f76923c6220ab60eb26d,174,"{""app_users"": 100, ""store_customers"": 74}",2,worthless,Observed on 174 physical records; strict Rule 2 threshold is greater than 40.,trim only,174,15051
first_name,C***,cbb77ed641c43623747e93c7e638f10d36e7654922d4894da955916f45ac8b73,174,"{""app_users"": 100, ""store_customers"": 74}",2,worthless,Observed on 174 physical records; strict Rule 2 threshold is greater than 40.,trim only,174,15051
first_name,L***,dd18587263b0c2b597a524e78594d7ac4ed4ff3c9f1ba07ead8ee30b29819c1d,174,"{""app_users"": 97, ""store_customers"": 77}",2,worthless,Observed on 174 physical records; strict Rule 2 threshold is greater than 40.,trim only,174,15051
last_name,V***,5047cc4d04d391f6c2085576afebcd0cbff0ea5af6b63e542365df6e1806f973,174,"{""app_users"": 113, ""store_customers"": 61}",2,worthless,Observed on 174 physical records; strict Rule 2 threshold is greater than 40.,trim only,174,15051
last_name,F***,512a0167a4e03b58aefa7af1974fd1a1a599dd14bea352f25d803e02efcdc6c2,174,"{""app_users"": 114, ""store_customers"": 60}",2,worthless,Observed on 174 physical records; strict Rule 2 threshold is greater than 40.,trim only,174,15051
last_name,X***,5fa2cb0ecd05429054b8f72073a453ba3e54a204027eb3e7b19252c919ef75b3,174,"{""app_users"": 107, ""store_customers"": 67}",2,worthless,Observed on 174 physical records; strict Rule 2 threshold is greater than 40.,trim only,174,15051
last_name,N***,e92b038ef8622af6358ca5da93a8fecb797c93483643708e0c6c29b682c4cb23,174,"{""app_users"": 105, ""store_customers"": 69}",2,worthless,Observed on 174 physical records; strict Rule 2 threshold is greater than 40.,trim only,174,15051
last_name,B***,eb4d70e8cb62b6e80fb5fc81c2a6ceb6d26a7cabebd71db2aa9c4e789570bb2f,174,"{""app_users"": 107, ""store_customers"": 67}",2,worthless,Observed on 174 physical records; strict Rule 2 threshold is greater than 40.,trim only,174,15051
last_name,M***,f286f38dabdf1288041d6e0e54db0396a433956680d40d4ddeee7cc099b0176d,174,"{""app_users"": 107, ""store_customers"": 67}",2,worthless,Observed on 174 physical records; strict Rule 2 threshold is greater than 40.,trim only,174,15051
first_name,L***,5053ffe22f4345d5ba4460cbba754e123f2d10a118adb59d9a5375f508171935,173,"{""app_users"": 91, ""store_customers"": 82}",2,worthless,Observed on 173 physical records; strict Rule 2 threshold is greater than 40.,trim only,173,14878
first_name,Y***,57b58a83bc3fa0e03e11cbadca7eb552636407c8bc4881ebe506b6b2719848ee,173,"{""app_users"": 110, ""store_customers"": 63}",2,worthless,Observed on 173 physical records; strict Rule 2 threshold is greater than 40.,trim only,173,14878
first_name,V***,8a3ecc8f2aa9ada4cc32dfb1f4af878e2ed5660eaffa6e27b148148a57350852,173,"{""app_users"": 96, ""store_customers"": 77}",2,worthless,Observed on 173 physical records; strict Rule 2 threshold is greater than 40.,trim only,173,14878
first_name,S***,9c657a462b7c2bb86ce44670053a42354c889090d6711662542655b5e412ceac,173,"{""app_users"": 95, ""store_customers"": 78}",2,worthless,Observed on 173 physical records; strict Rule 2 threshold is greater than 40.,trim only,173,14878
first_name,K***,c1744a98828e66b90a0cf7366c63afd57e0e2e032b12ccdf8104d8ce654759fd,173,"{""app_users"": 98, ""store_customers"": 75}",2,worthless,Observed on 173 physical records; strict Rule 2 threshold is greater than 40.,trim only,173,14878
first_name,K***,d37d49117c57694003355bdeaca3430c1a95fc8762e8d0eb2fd0a916edf66ff1,173,"{""app_users"": 102, ""store_customers"": 71}",2,worthless,Observed on 173 physical records; strict Rule 2 threshold is greater than 40.,trim only,173,14878
last_name,Y***,22f04792d70e89ee1c75b766aac97178bfc8e636ffed48d3ea0ba764d8e80f63,173,"{""app_users"": 101, ""store_customers"": 72}",2,worthless,Observed on 173 physical records; strict Rule 2 threshold is greater than 40.,trim only,173,14878
last_name,P***,79f0b65924e29bccc6bc92515621bae95036f3d69c694cf6846bcf3b72dbc0de,173,"{""app_users"": 102, ""store_customers"": 71}",2,worthless,Observed on 173 physical records; strict Rule 2 threshold is greater than 40.,trim only,173,14878
last_name,B***,cf3bc7f23cb64a2855d89d4eaf54efd71de565f10cad2df16129b0c9b2e22b11,173,"{""app_users"": 106, ""store_customers"": 67}",2,worthless,Observed on 173 physical records; strict Rule 2 threshold is greater than 40.,trim only,173,14878
last_name,V***,e6192c5c7c1a877580067496e2907482dfd1d36625a745cd254f61ee2556b68d,173,"{""app_users"": 98, ""store_customers"": 75}",2,worthless,Observed on 173 physical records; strict Rule 2 threshold is greater than 40.,trim only,173,14878
first_name,S***,86d63af30dfa9e7b557feeaa94fd78b58351915a1897cad4dc971f31d319de02,172,"{""app_users"": 101, ""store_customers"": 71}",2,worthless,Observed on 172 physical records; strict Rule 2 threshold is greater than 40.,trim only,172,14706
first_name,D***,8869f824ce752f3d6f4312bde9b8cf13526b8a55a66d59d30ed6ea03e0287753,172,"{""app_users"": 108, ""store_customers"": 64}",2,worthless,Observed on 172 physical records; strict Rule 2 threshold is greater than 40.,trim only,172,14706
last_name,Y***,102e299475d34902a23f1a58ddd1a96c9f01f89c1cecbed8a1dd00cbe44e507f,172,"{""app_users"": 99, ""store_customers"": 73}",2,worthless,Observed on 172 physical records; strict Rule 2 threshold is greater than 40.,trim only,172,14706
last_name,M***,80f4944b6924a1eb2004a8ae917c9895eb1f4bcdca589d2a51f200aa88ab403d,172,"{""app_users"": 104, ""store_customers"": 68}",2,worthless,Observed on 172 physical records; strict Rule 2 threshold is greater than 40.,trim only,172,14706
last_name,C***,c4d7d708d0f317f06e5c9a6ad3ac0387b6433400333fa909becda3a6999ede09,172,"{""app_users"": 96, ""store_customers"": 76}",2,worthless,Observed on 172 physical records; strict Rule 2 threshold is greater than 40.,trim only,172,14706
last_name,D***,ff1fe82e4b2dbaf0e42e31718a097dd1926073d60f97bb16e6bddcbbb7d1555f,172,"{""app_users"": 82, ""store_customers"": 90}",2,worthless,Observed on 172 physical records; strict Rule 2 threshold is greater than 40.,trim only,172,14706
first_name,D***,4da6afd43b126349203d21bfc4dc41eb3f86e14557553b4b81c77bd70de379d8,171,"{""app_users"": 99, ""store_customers"": 72}",2,worthless,Observed on 171 physical records; strict Rule 2 threshold is greater than 40.,trim only,171,14535
first_name,C***,c1642e42276dd707b72bb86197b6f8cc639fca0cdce3b907fa15c3338ffbf4d1,171,"{""app_users"": 113, ""store_customers"": 58}",2,worthless,Observed on 171 physical records; strict Rule 2 threshold is greater than 40.,trim only,171,14535
first_name,W***,eee64452c62019c787f121e116768f5a4aa51d09b1efe7ce8e314c3eee260482,171,"{""app_users"": 102, ""store_customers"": 69}",2,worthless,Observed on 171 physical records; strict Rule 2 threshold is greater than 40.,trim only,171,14535
first_name,T***,f2c73cc8c484e44e49d6eb73a955a7a8aed81357042f30859417d71ee846950b,171,"{""app_users"": 103, ""store_customers"": 68}",2,worthless,Observed on 171 physical records; strict Rule 2 threshold is greater than 40.,trim only,171,14535
first_name,T***,fed3664f683ff4196898cd9e8fbf57aed737b19c70dce85c6fce29a2c140f547,171,"{""app_users"": 93, ""store_customers"": 78}",2,worthless,Observed on 171 physical records; strict Rule 2 threshold is greater than 40.,trim only,171,14535
last_name,T***,05a61d32584beb27988f3a20e08b76300835b4cc4414ff1978b3d3e1371228fa,171,"{""app_users"": 103, ""store_customers"": 68}",2,worthless,Observed on 171 physical records; strict Rule 2 threshold is greater than 40.,trim only,171,14535
last_name,C***,29282829248f48056dcb5ca3732d2daafd9b46069ea9327497b1593754319e91,171,"{""app_users"": 97, ""store_customers"": 74}",2,worthless,Observed on 171 physical records; strict Rule 2 threshold is greater than 40.,trim only,171,14535
last_name,R***,5ab3b664a01f888a2d6a6e016a2cbea49cc82d847eb915fe89805cc301970935,171,"{""app_users"": 97, ""store_customers"": 74}",2,worthless,Observed on 171 physical records; strict Rule 2 threshold is greater than 40.,trim only,171,14535
last_name,W***,64cd4ee7fa882a77bf5a8b41c8448966672b587b78d6f3023c0e0943e4035e20,171,"{""app_users"": 108, ""store_customers"": 63}",2,worthless,Observed on 171 physical records; strict Rule 2 threshold is greater than 40.,trim only,171,14535
last_name,X***,6ba6fdb0b03377b0206c3c04e939f7a9a1f14bad2f8d5fe5838fddbe13e5fcda,171,"{""app_users"": 102, ""store_customers"": 69}",2,worthless,Observed on 171 physical records; strict Rule 2 threshold is greater than 40.,trim only,171,14535
last_name,C***,84bc0f06c4f61f8c5c93f58a3b3d64d6effbbff94ed937c201ecbc11693f753f,171,"{""app_users"": 95, ""store_customers"": 76}",2,worthless,Observed on 171 physical records; strict Rule 2 threshold is greater than 40.,trim only,171,14535
last_name,T***,b85b81af4068341ca22668f04bc67e51819eb18e7b891f7fd7fdc711055fa524,171,"{""app_users"": 90, ""store_customers"": 81}",2,worthless,Observed on 171 physical records; strict Rule 2 threshold is greater than 40.,trim only,171,14535
first_name,K***,55401756a7d90a2ddc070fb54a22089f1ebe74bc5b8ae6ed9a3281c68763209d,170,"{""app_users"": 102, ""store_customers"": 68}",2,worthless,Observed on 170 physical records; strict Rule 2 threshold is greater than 40.,trim only,170,14365
first_name,P***,6f7c6d7a66e9daa4a4ac0f50365e25a93c8e4d546e438fe07eb79495c984b98d,170,"{""app_users"": 104, ""store_customers"": 66}",2,worthless,Observed on 170 physical records; strict Rule 2 threshold is greater than 40.,trim only,170,14365
first_name,L***,c4dfd920e37a1db60859353ec1890330e530afea6066b8dbff2fb9d25bab3cb2,170,"{""app_users"": 102, ""store_customers"": 68}",2,worthless,Observed on 170 physical records; strict Rule 2 threshold is greater than 40.,trim only,170,14365
last_name,R***,0d91522302a90dd1f8cc716ce1d59690faccc42d77ee92996c41abd5995d533a,170,"{""app_users"": 107, ""store_customers"": 63}",2,worthless,Observed on 170 physical records; strict Rule 2 threshold is greater than 40.,trim only,170,14365
last_name,J***,51937c514caf1749c9d6831001a7055215148b59a16160c136d6400026871a8a,170,"{""app_users"": 112, ""store_customers"": 58}",2,worthless,Observed on 170 physical records; strict Rule 2 threshold is greater than 40.,trim only,170,14365
first_name,N***,0fd41837b29463425bda7fada1353cdbe55e5d8a1bf98b7d2fb4d73009d80c13,169,"{""app_users"": 85, ""store_customers"": 84}",2,worthless,Observed on 169 physical records; strict Rule 2 threshold is greater than 40.,trim only,169,14196
first_name,S***,677e8d1f966e8c8f8f419bdeb5efccb7808a8465b31efdb86b835fec994f52e6,169,"{""app_users"": 95, ""store_customers"": 74}",2,worthless,Observed on 169 physical records; strict Rule 2 threshold is greater than 40.,trim only,169,14196
first_name,C***,dd38e424b669bf08269ccfa784b22f74f66bcf51c26b2de08047522a2c9f2517,169,"{""app_users"": 87, ""store_customers"": 82}",2,worthless,Observed on 169 physical records; strict Rule 2 threshold is greater than 40.,trim only,169,14196
